USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,Party
5813,,,,,,,,,,,,,,,,No,No,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,,,,,,,No,,,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,Yes,No,No,Mysterious,No,No,Talk,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Own,Optimist,Mom,No,No,No,Yes,Nope,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Republican
5248,1953,Female,,Married (w/kids),High School Diploma,,,,,No,Yes,Public,No,No,No,No,Yes,No,Yes,Science,Study first,Yes,,No,Yes,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,,No,Happy,,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,No,Yes,Yes,TMI,No,Yes,Talk,People,No,Yes,No,Yes,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,No,Yes,Yay people!,,,,,No,No,No,Yes,Yes,No,Yes,No,Own,Optimist,Mom,No,,,,,,,,,,,Yes,No,Yes,Yes,Democrat
5776,1996,Male,,Single (no kids),Current K-12,,,,,,,,,No,No,Yes,No,Yes,Yes,Science,Try first,No,No,,No,Receiving,No,,,,,Hot headed,Standard hours,No,Happy,Yes,,,,,,,,,,,,,,,,,,Tunes,People,No,No,Yes,No,No,Supportive,Yes,PC,Yes,,No,,,,,,,,Yes,Yes,Grrr people,,,,,,,,Yes,No,,,,,Pessimist,Mom,No,Yes,No,No,Nope,No,No,No,Yes,Yes,No,Yes,No,No,No,Republican
287,1956,Female,"$50,000 - $74,999",Domestic Partners (no kids),Current Undergraduate,No,Yes,No,No,Yes,No,Private,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Happy,No,No,No,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,No,Yes,Mysterious,Yes,No,Tunes,Technology,No,Yes,No,Yes,Yes,Demanding,Yes,PC,Yes,Risk-friendly,Yes,Umm...,No,Space,No,Online,No,Yes,No,Yes,Yay people!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Rent,Optimist,Dad,Yes,No,No,Yes,Check!,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Democrat
896,1986,Male,"$75,000 - $100,000",Single (no kids),Associate's Degree,,No,No,,Yes,Yes,Public,,Yes,No,No,Yes,No,,,,No,,Yes,No,,No,No,,Yes,No,,Standard hours,Yes,,,Yes,Yes,,P.M.,Yes,,,Yes,,,Yes,Yes,Yes,No,,,No,Tunes,People,No,No,,Yes,,,No,,,,,,No,,No,In-person,,Yes,Yes,,,Yes,No,,No,,No,Yes,No,No,,,Yes,Rent,,Dad,,No,No,Yes,Nope,Yes,No,No,Yes,,Yes,Yes,No,No,No,Republican
6245,1998,Male,"$50,000 - $74,999",Married (w/kids),,,,,,,,,,,,,,Yes,,Science,Try first,Yes,,,Yes,Giving,,,Pragmatist,,,Cool headed,,,Right,No,,,,,,,,,,,,,,,,,,,,,,,,,Supportive,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
1411,1977,,,Single (w/kids),Bachelor's Degree,,,,,No,No,Public,,Yes,No,Yes,,No,Yes,Art,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,No,Me,No,No,No,Yes,Yes,Mysterious,Yes,No,Talk,Technology,,Yes,Yes,Yes,,,,,Yes,,No,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,No,Own,,,,,,,,,,,,,,,,,,Democrat
3435,1964,Male,"$100,001 - $150,000",Married (w/kids),,No,Yes,No,Yes,No,Yes,Private,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,Yes,Happy,No,Yes,No,No,A.M.,No,End,Yes,,Me,Yes,No,No,Yes,Yes,Mysterious,No,Yes,Talk,People,Yes,No,Yes,Yes,No,Demanding,No,PC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
1045,1963,Male,"$100,001 - $150,000",Married (w/kids),Associate's Degree,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Try first,No,Yes,No,Yes,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Me,No,No,Yes,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,No,Yes,No,Grrr people,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Democrat
5354,,Male,,,Bachelor's Degree,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
3176,1973,Female,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,,,,,,,,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,No,Yes,No,Yes,Receiving,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,Yes,Right,Yes,Yes,Yes,Yes,A.M.,Yes,End,Yes,No,Circumstances,,,,,,,,,,,,,,,,,No,Mac,No,Cautious,Yes,Yes!,No,Space,Yes,Online,No,,Yes,,,Yes,No,No,Yes,Yes,No,Yes,,,,,,,Pessimist,Mom,,Yes,No,No,Check!,Yes,No,No,No,,,,,,,Democrat
3644,1979,Female,"$50,000 - $74,999",Married (w/kids),Master's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMI,,Yes,,,,,,,,,,Mac,,Cautious,No,Yes!,No,Socialize,Yes,,,,No,,,,,,,,,,,No,No,Yes,,,,,,,,,,,,,,,,,,,,Democrat
148,1976,Female,"under $25,000",Single (no kids),Bachelor's Degree,No,Yes,No,Yes,No,No,Private,Yes,No,No,No,Yes,No,Yes,Art,Study first,No,No,No,Yes,Receiving,No,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Right,No,Yes,Yes,Yes,P.M.,No,Start,No,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,Yes,No,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Democrat
801,1973,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Yes,No,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Odd hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,No,Me,No,No,No,No,Yes,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,No,No,Supportive,Yes,Mac,Yes,Cautious,Yes,Umm...,No,Space,Yes,Online,Yes,No,Yes,Yes,Grrr people,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Rent,Pessimist,Dad,Yes,Yes,No,No,Check!,Yes,Yes,No,No,No,,Yes,Yes,No,No,Democrat
8,1983,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,No,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,Yes,Science,Try first,No,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,No,No,Yes,No,TMI,No,No,Talk,People,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Socialize,Yes,Online,No,Yes,No,Yes,Grrr people,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,No,No,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Democrat
5203,,Male,,,Current K-12,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
590,1976,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,No,Yes,No,Yes,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,No,Right,Yes,,,,,,,,,,,,,,No,TMI,No,No,Talk,People,No,No,Yes,Yes,No,Supportive,Yes,Mac,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Republican
10,1997,Female,"over $150,000",Single (no kids),Current K-12,,,,,No,Yes,Public,No,No,No,Yes,No,Yes,Yes,Science,Try first,Yes,Yes,No,Yes,Receiving,No,No,Pragmatist,No,No,,Standard hours,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Supportive,No,PC,,,,,,,,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Democrat
1140,1995,Male,"under $25,000",Single (no kids),Associate's Degree,,,No,,Yes,No,Public,No,No,No,Yes,No,Yes,Yes,Art,Try first,Yes,Yes,Yes,Yes,Giving,No,No,Idealist,No,Yes,Cool headed,Standard hours,No,Right,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,No,No,TMI,Yes,No,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,No,No,No,Yes,Nope,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Democrat
3228,1976,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,No,Yes,No,Yes,No,Yes,Public,Yes,No,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,Yes,Me,No,No,Yes,Yes,No,TMI,No,Yes,Tunes,People,Yes,No,Yes,Yes,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Only-child,No,Yes,No,Republican
5400,1995,Male,,,Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Supportive,,PC,,,,,,,,In-person,No,,,Yes,Yay people!,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Own,,,,,,,,,,No,Yes,,,,,Yes,,Democrat
1319,1989,Female,"under $25,000",Single (no kids),Current Undergraduate,No,No,Yes,,Yes,No,Private,No,Yes,Yes,Yes,Yes,,Yes,Art,,Yes,No,,Yes,,,,,Yes,Yes,,,,Happy,,,No,Yes,,,,,,,,,,,,,,,,,,,,,No,,,,,Cautious,No,,,,,,,,,,,,,,,Yes,No,Yes,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Yes,,Democrat
3221,1988,Male,"under $25,000",Single (no kids),Current Undergraduate,,Yes,No,No,No,No,Public,No,Yes,Yes,No,Yes,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,No,No,Idealist,No,No,Cool headed,Standard hours,Yes,Right,Yes,Yes,Yes,No,P.M.,No,Start,Yes,Yes,Me,No,Yes,Yes,Yes,No,TMI,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,Yes,Socialize,No,Online,No,No,Yes,No,Grrr people,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Own,Pessimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Democrat
306,1967,Female,"$100,001 - $150,000",Married (w/kids),Master's Degree,,Yes,No,Yes,No,No,Public,,Yes,No,,,Yes,,Science,Study first,Yes,No,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,,,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,No,TMI,Yes,No,Talk,People,,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Space,Yes,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,Yes,,,,,,,Pessimist,Mom,,Yes,Yes,Yes,Check!,Yes,No,No,Yes,,No,,,,Yes,Democrat
1435,1946,Female,"$75,000 - $100,000",Single (no kids),,,,,,,,,,,,,,,,,,,,,,,Yes,,Pragmatist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,No,No,Yes,Mysterious,,No,Talk,Technology,Yes,Yes,Yes,No,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,Yes,Yes,No,Grrr people,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Republican
3575,1989,Female,"$50,000 - $74,999",Married (w/kids),High School Diploma,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,No,No,No,Giving,Yes,Yes,Pragmatist,Yes,Yes,Cool headed,Standard hours,No,Happy,Yes,No,Yes,,P.M.,Yes,End,No,No,Circumstances,No,Yes,No,No,No,TMI,No,No,Tunes,People,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,Yes,Space,No,Online,Yes,No,No,No,Grrr people,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Democrat
4656,1997,Male,,,Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,Yes!,No,,Yes,,,,Yes,,,Yes,Yes,No,No,,No,,No,,No,Yes,,,,,Yes,No,,,,Yes,,No,Yes,Yes,No,Yes,,,Yes,Republican
2993,1951,Male,"$75,000 - $100,000",Single (no kids),,,,,,,,,No,Yes,No,No,Yes,Yes,Yes,,Study first,Yes,,,No,,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,,No,Start,Yes,No,,No,Yes,No,Yes,Yes,,No,Yes,Talk,,Yes,No,Yes,,No,Demanding,No,Mac,Yes,Risk-friendly,Yes,,Yes,Space,Yes,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Own,Optimist,Mom,Yes,No,No,Yes,Nope,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Democrat
4382,1999,Male,"$50,000 - $74,999",Single (no kids),Current K-12,,Yes,No,No,No,Yes,Public,No,No,No,No,No,Yes,Yes,Science,Study first,Yes,Yes,No,No,Receiving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,No,Demanding,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,No,No,Yes,Grrr people,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Own,Pessimist,Mom,No,No,No,Yes,Nope,No,No,No,No,Yes,Yes,Yes,No,No,No,Republican
4260,1969,Female,"$50,000 - $74,999",Domestic Partners (w/kids),Associate's Degree,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Science,,Yes,No,,No,Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
3189,1980,Female,"over $150,000",Married (w/kids),Current Undergraduate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Demanding,Yes,PC,,,,,,,,,,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Republican
1990,1990,Female,"under $25,000",Married (w/kids),High School Diploma,,Yes,No,No,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,No,No,No,Receiving,Yes,,Pragmatist,Yes,Yes,,,,,,,,,P.M.,No,End,No,No,Circumstances,Yes,No,Yes,Yes,No,TMI,No,No,Tunes,Technology,No,,,,No,Supportive,No,,Yes,Cautious,Yes,Umm...,No,Space,Yes,Online,Yes,No,Yes,Yes,Grrr people,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Only-child,Yes,No,,Democrat
6714,,Female,,,Current K-12,,,,,,,,,No,Yes,No,Yes,Yes,Yes,Art,,No,,Yes,Yes,Giving,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
2891,1979,Male,,Married (w/kids),Doctoral Degree,No,No,No,,Yes,Yes,Public,No,Yes,No,Yes,No,,Yes,Science,,No,Yes,Yes,No,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,No,No,Mysterious,No,Yes,Talk,People,No,No,Yes,Yes,Yes,Demanding,No,PC,,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Rent,Pessimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Republican
3373,1960,Female,"$100,001 - $150,000",Single (w/kids),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,Yes,Mac,No,Risk-friendly,Yes,Umm...,Yes,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,No,No,,,,,,Democrat
6121,1968,Female,"$75,000 - $100,000",Domestic Partners (no kids),High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Mysterious,Yes,,Talk,,No,Yes,Yes,,Yes,Supportive,No,,Yes,Risk-friendly,Yes,,No,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
1628,1973,Female,"$50,000 - $74,999",Single (no kids),Master's Degree,No,No,No,Yes,No,No,Public,Yes,No,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,No,No,No,P.M.,Yes,End,No,No,Circumstances,No,Yes,No,No,No,Mysterious,No,Yes,Tunes,People,Yes,No,Yes,No,Yes,Supportive,Yes,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,No,Yes,No,Grrr people,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Own,Pessimist,Mom,No,No,No,No,Check!,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Democrat
4295,1985,Male,"under $25,000",Single (no kids),Bachelor's Degree,No,No,No,No,No,No,Public,No,Yes,Yes,No,No,No,Yes,Science,Study first,Yes,No,No,No,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,Yes,Happy,No,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,Yes,Online,Yes,No,Yes,Yes,Yay people!,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Rent,Optimist,Dad,No,No,No,Yes,Check!,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Democrat
4752,1971,Male,"over $150,000",Married (w/kids),,No,No,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,No,Yes,Yes,No,Giving,No,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,No,No,TMI,No,No,Tunes,Technology,Yes,No,No,No,No,Supportive,Yes,Mac,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Own,Optimist,Dad,No,No,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Republican
6471,1976,,"$75,000 - $100,000",,Associate's Degree,,,,,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,No,Yes,No,Yes,Giving,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
2942,1958,Female,"$100,001 - $150,000",Married (w/kids),,No,Yes,No,Yes,,,Public,Yes,Yes,No,No,No,Yes,Yes,Art,Try first,No,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,No,Mysterious,No,Yes,Tunes,People,Yes,No,No,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Own,Optimist,Dad,No,,,,,,,,,,,,,,No,Republican
2448,1984,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,No,No,No,Yes,No,No,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,No,No,Mysterious,No,No,Talk,People,Yes,No,No,No,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,Yes,No,Yes,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Nope,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Republican
4379,1990,,,Single (no kids),,No,Yes,No,No,No,No,Public,Yes,Yes,Yes,Yes,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Receiving,Yes,No,Idealist,No,Yes,Hot headed,Odd hours,No,Right,No,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,No,Yes,No,TMI,No,No,Tunes,Technology,Yes,No,Yes,No,Yes,Demanding,Yes,Mac,No,Cautious,No,Umm...,No,Space,Yes,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,Yes,Only-child,No,Yes,No,Republican
2188,1992,Male,"$50,000 - $74,999",Single (no kids),Current Undergraduate,,No,No,No,No,Yes,Public,No,Yes,Yes,No,No,No,Yes,Science,,,Yes,,,,,Yes,Pragmatist,No,No,,,,Right,,No,,,,Yes,,Yes,Yes,,,Yes,,No,No,,,No,,,Yes,,Yes,,,,No,PC,No,,,,,,,Online,No,Yes,Yes,Yes,Grrr people,No,No,,No,No,Yes,,No,No,No,No,No,Own,,Dad,No,,No,No,Check!,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Republican
3408,1975,Male,"$25,001 - $50,000",Married (w/kids),Master's Degree,No,No,No,Yes,No,Yes,Public,No,No,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,No,No,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,No,No,Circumstances,No,No,No,Yes,No,Mysterious,No,No,Talk,Technology,Yes,No,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Rent,Pessimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Republican
6477,1966,Female,"under $25,000",Domestic Partners (no kids),High School Diploma,,,,,No,Yes,Public,Yes,Yes,Yes,No,Yes,No,Yes,Science,Try first,Yes,No,No,Yes,Giving,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
